,uid,first_seen,last_seen,stream_count,comment_count
142505561,142505561,2021-03-20,2022-05-11,10,12
31472786,31472786,2021-03-20,2022-05-08,140,570
6847015,6847015,2021-03-03,2022-05-11,41,212
15440963,15440963,2021-03-20,2022-05-11,58,354
14309661,14309661,2021-02-24,2022-05-11,35,333
85644251,85644251,2021-03-20,2022-05-11,10,49
9112916,9112916,2021-03-20,2022-05-08,141,615
6680861,6680861,2021-03-20,2022-05-11,112,856
16293045,16293045,2021-03-20,2022-05-11,17,130
22809086,22809086,2021-03-20,2022-05-11,23,52
11054025,11054025,2021-03-21,2022-05-11,33,268
12622707,12622707,2021-03-21,2022-05-11,99,350
4110101,4110101,2021-03-21,2022-05-08,117,318
1673557,1673557,2021-03-21,2022-05-11,46,92
20802606,20802606,2021-03-21,2022-05-11,32,88
4897308,4897308,2021-01-16,2022-05-08,23,43
20329316,20329316,2021-02-27,2022-05-11,22,50
91688982,91688982,2021-03-24,2022-05-11,77,1262
13334795,13334795,2021-03-24,2022-05-11,254,8800
2788245,2788245,2021-03-10,2022-05-11,81,1332
437621421,437621421,2021-03-24,2022-05-11,159,721
3440288,3440288,2021-03-03,2022-05-08,50,243
3169197,3169197,2021-03-24,2022-05-08,130,426
32047025,32047025,2021-03-24,2022-05-11,38,83
3028241,3028241,2021-03-24,2022-05-08,137,1051
477082455,477082455,2021-03-25,2022-05-08,253,1931
295017385,295017385,2021-03-25,2022-05-11,90,1591
177320221,177320221,2021-03-24,2022-05-11,44,385
12115600,12115600,2021-03-24,2022-05-11,167,596
32803546,32803546,2021-03-25,2022-05-08,69,174
8071066,8071066,2021-03-25,2022-05-11,47,123
39247708,39247708,2021-03-25,2022-05-08,37,250
26331436,26331436,2021-03-24,2022-05-11,147,2734
23093167,23093167,2021-03-05,2022-05-11,261,19579
281770652,281770652,2021-04-01,2022-05-11,20,96
12536642,12536642,2021-04-01,2022-05-08,206,814
47093066,47093066,2021-04-01,2022-05-11,63,516
433121051,433121051,2021-04-07,2022-05-11,78,254
23380903,23380903,2021-04-07,2022-05-11,101,427
27403925,27403925,2021-04-02,2022-05-11,49,142
13768099,13768099,2021-04-07,2022-05-11,36,102
7025734,7025734,2021-03-25,2022-05-11,130,618
32244026,32244026,2021-04-07,2022-05-11,12,38
15488421,15488421,2021-03-12,2022-05-11,29,83
23623161,23623161,2021-04-02,2022-05-11,69,150
2406711,2406711,2021-04-02,2022-05-11,80,399
2434405,2434405,2021-03-27,2022-05-11,141,615
758708,758708,2021-04-02,2022-05-08,21,35
100943071,100943071,2021-04-07,2022-05-08,14,17
12044727,12044727,2021-04-07,2022-05-08,216,1251
57627501,57627501,2021-04-07,2022-05-11,53,271
628876920,628876920,2021-03-25,2022-05-08,120,728
11275925,11275925,2021-03-26,2022-05-11,121,3859
8214616,8214616,2021-04-07,2022-05-11,133,430
172496543,172496543,2021-03-25,2022-05-11,71,158
107839322,107839322,2021-04-07,2022-05-11,44,80
4122020,4122020,2021-01-30,2022-05-08,25,38
1893482,1893482,2021-03-24,2022-05-11,151,736
15192429,15192429,2021-03-25,2022-05-11,40,68
4421766,4421766,2021-03-26,2022-05-11,52,930
2216298,2216298,2021-03-14,2022-05-11,31,76
1936237,1936237,2021-04-02,2022-05-11,46,193
71944153,71944153,2021-04-07,2022-05-11,57,507
8647875,8647875,2021-04-07,2022-05-08,12,16
104342160,104342160,2021-03-26,2022-05-11,116,324
781172,781172,2021-04-07,2022-05-11,12,18
952010,952010,2021-04-07,2022-05-11,40,312
25843381,25843381,2021-04-07,2022-05-11,24,83
38429541,38429541,2021-04-07,2022-05-11,21,96
4319848,4319848,2021-04-07,2022-05-11,186,8005
123671533,123671533,2021-04-07,2022-05-08,214,599
472137392,472137392,2021-04-01,2022-05-11,258,3418
24939960,24939960,2021-02-27,2022-05-11,84,199
484740331,484740331,2021-04-07,2022-05-11,27,139
85903579,85903579,2021-04-08,2022-05-11,33,508
8334404,8334404,2021-03-03,2022-05-11,239,3124
4771914,4771914,2021-03-24,2022-05-11,50,213
95448836,95448836,2021-04-02,2022-05-11,78,534
21412843,21412843,2021-04-01,2022-05-11,27,364
7224552,7224552,2021-04-01,2022-05-11,162,821
37387477,37387477,2021-04-07,2022-05-11,81,160
31234913,31234913,2021-04-07,2022-05-08,86,138
3259005,3259005,2021-04-02,2022-05-08,131,307
77995271,77995271,2021-04-02,2022-05-11,26,144
280673624,280673624,2021-04-08,2022-05-11,42,149
293793358,293793358,2021-04-08,2022-05-11,42,81
57709566,57709566,2021-03-26,2022-05-11,115,685
1564340,1564340,2021-04-08,2022-05-08,91,309
394065576,394065576,2021-03-24,2022-05-08,164,569
45995179,45995179,2021-04-07,2022-05-11,220,4501
6538221,6538221,2021-04-07,2022-05-11,31,96
76838626,76838626,2021-03-26,2022-05-08,110,271
6057959,6057959,2021-04-01,2022-05-11,274,3219
496457032,496457032,2021-01-15,2022-05-11,32,246
1579860,1579860,2021-04-07,2022-05-08,38,708
263739926,263739926,2021-04-08,2022-05-08,99,509
171684022,171684022,2021-04-02,2022-05-08,136,346
2074813,2074813,2021-04-01,2022-05-11,201,787
26372655,26372655,2021-03-24,2022-05-11,54,128
2748171,2748171,2021-04-08,2022-05-11,44,105
30596511,30596511,2021-04-02,2022-05-11,60,243
2998995,2998995,2021-04-08,2022-05-11,68,177
71418795,71418795,2021-04-02,2022-05-11,142,4126
9254771,9254771,2021-04-07,2022-05-11,66,589
162618842,162618842,2021-04-07,2022-05-11,47,529
2081648,2081648,2021-04-02,2022-05-08,222,1732
448725029,448725029,2021-03-25,2022-05-11,43,145
388479104,388479104,2021-04-08,2022-05-11,159,309
3202126,3202126,2021-04-08,2022-05-11,175,2817
25630548,25630548,2021-04-07,2022-05-11,238,2407
17495698,17495698,2021-04-02,2022-05-11,65,114
5487136,5487136,2021-04-02,2022-05-11,43,353
24154904,24154904,2021-04-01,2022-05-08,199,705
97824055,97824055,2021-04-07,2022-05-11,92,323
3189536,3189536,2021-04-01,2022-05-11,22,30
87888290,87888290,2021-04-10,2022-05-11,158,4776
34465106,34465106,2021-04-07,2022-05-11,11,26
77231499,77231499,2021-02-26,2022-05-11,18,33
4195825,4195825,2021-04-11,2022-05-11,37,216
9200060,9200060,2021-04-01,2022-05-11,29,51
23801857,23801857,2021-04-07,2022-05-11,292,6775
4085462,4085462,2021-04-07,2022-05-11,111,245
354367217,354367217,2021-04-09,2022-05-08,117,189
2305962,2305962,2021-04-11,2022-05-08,24,63
33017369,33017369,2021-04-11,2022-05-11,182,657
26032246,26032246,2021-04-11,2022-05-11,26,108
101700421,101700421,2021-04-09,2022-05-11,110,264
23020377,23020377,2021-04-09,2022-05-08,117,236
399228632,399228632,2021-04-07,2022-05-11,118,902
12299358,12299358,2021-04-09,2022-05-08,230,687
55061151,55061151,2021-04-02,2022-05-11,60,365
37899374,37899374,2021-03-27,2022-05-08,218,320
114093372,114093372,2021-03-24,2022-05-11,232,1433
24909555,24909555,2021-04-10,2022-05-08,315,8124
21983125,21983125,2021-02-25,2022-05-11,31,123
5029407,5029407,2021-04-11,2022-05-11,76,263
4534313,4534313,2021-02-26,2022-05-08,62,83
12506197,12506197,2020-12-12,2022-05-11,45,880
2817911,2817911,2021-04-07,2022-05-11,116,1125
85852462,85852462,2021-04-10,2022-05-08,185,1023
579,579,2021-04-14,2022-05-11,128,1060
287391398,287391398,2021-04-10,2022-05-11,52,184
93820357,93820357,2021-04-14,2022-05-11,41,129
341722814,341722814,2021-03-25,2022-05-11,30,183
2484721,2484721,2021-04-10,2022-05-11,47,308
6606370,6606370,2021-04-14,2022-05-11,115,243
18435407,18435407,2021-01-06,2022-05-08,46,364
23002403,23002403,2021-04-14,2022-05-11,51,133
20891994,20891994,2021-04-14,2022-05-11,29,62
26209137,26209137,2021-04-09,2022-05-11,26,54
4588253,4588253,2021-04-10,2022-05-11,33,73
44829531,44829531,2021-04-14,2022-05-11,82,222
8909952,8909952,2021-04-10,2022-05-11,293,1852
9133517,9133517,2021-04-14,2022-05-11,16,23
12552132,12552132,2021-04-14,2022-05-08,65,102
93729350,93729350,2021-04-07,2022-05-11,57,304
30944816,30944816,2021-03-25,2022-05-11,51,294
8240492,8240492,2021-02-16,2022-05-11,16,29
5425912,5425912,2021-04-14,2022-05-11,35,212
101365908,101365908,2021-02-15,2022-05-11,41,69
11771913,11771913,2021-04-14,2022-05-08,76,172
102781282,102781282,2021-04-14,2022-05-11,261,4752
22632782,22632782,2021-02-15,2022-05-11,10,23
211937792,211937792,2021-04-14,2022-05-11,61,308
14047289,14047289,2021-04-14,2022-05-11,127,200
10047938,10047938,2021-04-14,2022-05-11,34,85
90844,90844,2021-03-26,2022-05-11,183,3204
24718508,24718508,2021-04-14,2022-05-11,59,435
4001244,4001244,2021-04-14,2022-05-11,117,2814
8196525,8196525,2021-04-14,2022-05-11,21,47
337314395,337314395,2021-04-14,2022-05-08,107,626
160178152,160178152,2021-04-22,2022-05-11,48,70
6635132,6635132,2021-04-22,2022-05-11,91,165
14674069,14674069,2021-04-18,2022-05-11,112,2028
316369512,316369512,2021-04-23,2022-05-11,32,84
161161073,161161073,2021-04-23,2022-05-08,22,42
41349740,41349740,2021-04-15,2022-05-08,221,1184
1503941,1503941,2021-04-02,2022-05-11,94,516
2684884,2684884,2021-04-14,2022-05-11,64,1260
4843660,4843660,2021-04-14,2022-05-11,19,69
29402727,29402727,2021-03-12,2022-05-11,132,213
1557664,1557664,2021-04-01,2022-05-11,103,528
39233606,39233606,2021-04-10,2022-05-11,115,492
2792301,2792301,2021-04-15,2022-05-08,66,147
11290257,11290257,2021-04-22,2022-05-11,43,63
3439343,3439343,2021-04-15,2022-05-11,46,499
4803020,4803020,2021-04-22,2022-05-11,14,34
545724574,545724574,2021-04-23,2022-05-11,28,161
151325959,151325959,2021-04-22,2022-05-11,18,55
207271,207271,2021-04-18,2022-05-08,80,160
32314,32314,2021-04-16,2022-05-11,62,431
5660910,5660910,2021-04-16,2022-05-11,38,179
3488253,3488253,2021-02-27,2022-05-11,98,180
37885770,37885770,2021-04-15,2022-05-08,199,7370
436154017,436154017,2021-04-15,2022-05-11,102,587
13498022,13498022,2021-04-23,2022-05-11,36,1503
66748302,66748302,2021-04-09,2022-05-08,61,347
356397208,356397208,2021-04-23,2022-05-11,64,300
8061621,8061621,2021-04-18,2022-05-08,270,4423
37175725,37175725,2021-04-23,2022-05-11,68,192
17125074,17125074,2021-04-17,2022-05-08,54,168
5581441,5581441,2021-04-15,2022-05-11,91,2228
23363455,23363455,2021-04-23,2022-05-11,21,31
8733583,8733583,2021-04-09,2022-05-11,34,56
51202585,51202585,2021-04-23,2022-05-11,21,119
7964405,7964405,2021-04-15,2022-05-11,51,435
192282324,192282324,2021-02-15,2022-05-08,190,877
275915570,275915570,2021-04-24,2022-05-11,259,4002
24148816,24148816,2021-04-28,2022-05-11,15,21
13576956,13576956,2021-04-09,2022-05-11,289,1884
255799255,255799255,2021-04-07,2022-05-11,180,1400
12868216,12868216,2021-04-14,2022-05-11,44,597
1902940,1902940,2021-04-17,2022-05-08,130,1128
2785868,2785868,2021-04-16,2022-05-11,58,368
5685807,5685807,2021-04-28,2022-05-11,295,4607
30792572,30792572,2021-04-07,2022-05-11,60,279
18431720,18431720,2021-04-28,2022-05-11,18,51
5266870,5266870,2021-04-16,2022-05-11,10,20
70557572,70557572,2021-04-21,2022-05-11,155,1076
626373,626373,2021-04-28,2022-05-11,26,47
7690551,7690551,2021-04-17,2022-05-08,267,1520
105662371,105662371,2021-04-24,2022-05-08,206,1127
4163510,4163510,2021-04-24,2022-05-11,26,80
24187084,24187084,2021-04-28,2022-05-11,148,1330
27438402,27438402,2021-02-27,2022-05-08,158,378
334142464,334142464,2021-03-04,2022-05-08,42,105
277434209,277434209,2021-04-16,2022-05-11,16,126
22775849,22775849,2021-04-24,2022-05-11,86,1526
341097039,341097039,2021-04-22,2022-05-11,18,52
16496456,16496456,2021-04-25,2022-05-11,30,145
82539279,82539279,2021-04-28,2022-05-08,153,735
4456097,4456097,2021-04-09,2022-05-11,69,265
64558095,64558095,2021-04-02,2022-05-11,24,47
22581061,22581061,2021-04-15,2022-05-08,174,1175
36689300,36689300,2021-04-24,2022-05-11,136,631
85622795,85622795,2021-04-18,2022-05-11,123,338
1610777,1610777,2021-02-25,2022-05-08,32,95
17517742,17517742,2021-04-21,2022-05-11,18,22
378094221,378094221,2021-04-21,2022-05-11,82,202
1683307,1683307,2021-04-07,2022-05-11,43,67
23800411,23800411,2021-04-18,2022-05-11,241,1207
37442832,37442832,2021-03-25,2022-05-11,128,1048
3574637,3574637,2021-04-28,2022-05-11,17,25
14882095,14882095,2021-04-28,2022-05-11,225,1536
372831809,372831809,2021-04-28,2022-05-11,58,262
40007097,40007097,2021-04-22,2022-05-11,69,1131
293976044,293976044,2021-04-15,2022-05-08,168,1334
200257325,200257325,2021-04-18,2022-05-11,82,215
649932,649932,2021-04-15,2022-05-11,42,113
82160412,82160412,2021-04-29,2022-05-11,18,34
12196138,12196138,2021-04-14,2022-05-11,194,1507
13820599,13820599,2021-02-24,2022-05-11,26,57
107675592,107675592,2021-04-15,2022-05-11,78,230
349779192,349779192,2021-04-29,2022-05-11,239,1998
23301917,23301917,2021-04-29,2022-05-11,251,1262
11020858,11020858,2021-04-24,2022-05-11,207,2163
112378469,112378469,2021-04-22,2022-05-11,56,309
526430,526430,2021-04-29,2022-05-11,154,601
398972492,398972492,2021-04-16,2022-05-11,40,172
53165287,53165287,2021-04-29,2022-05-11,145,808
14428153,14428153,2021-04-29,2022-05-11,38,70
37154590,37154590,2021-04-29,2022-05-11,110,347
417979623,417979623,2021-03-27,2022-05-08,27,41
24338999,24338999,2021-04-16,2022-05-11,66,169
8947180,8947180,2021-04-29,2022-05-11,43,495
235934840,235934840,2021-04-29,2022-05-11,205,4163
7868704,7868704,2021-04-22,2022-05-08,140,793
484362432,484362432,2021-04-07,2022-05-11,160,3155
8221230,8221230,2021-04-25,2022-05-11,93,585
840348,840348,2021-04-29,2022-05-08,59,86
33235436,33235436,2021-04-29,2022-05-11,92,177
355642616,355642616,2021-04-24,2022-05-11,119,828
2332636,2332636,2021-04-29,2022-05-11,243,11558
746641,746641,2021-02-25,2022-05-11,12,18
7109800,7109800,2021-04-09,2022-05-08,107,651
397856307,397856307,2021-04-29,2022-05-08,143,964
630716316,630716316,2021-04-29,2022-05-11,16,118
350312930,350312930,2021-04-29,2022-05-11,151,558
28514563,28514563,2021-04-07,2022-05-08,64,312
12967135,12967135,2021-04-02,2022-05-11,159,521
6604193,6604193,2021-04-29,2022-05-11,55,144
94780574,94780574,2021-03-27,2022-05-08,236,572
3025996,3025996,2021-04-29,2022-05-08,32,79
34443276,34443276,2021-01-06,2022-05-08,31,161
367486145,367486145,2021-01-10,2022-05-08,18,318
354519674,354519674,2021-01-16,2022-05-08,215,1799
26724457,26724457,2021-01-21,2022-05-11,39,76
627548,627548,2021-01-23,2022-05-11,15,41
399809110,399809110,2021-01-30,2022-05-11,27,128
21220381,21220381,2021-01-30,2022-05-11,12,57
19286722,19286722,2021-02-04,2022-05-11,11,17
32460433,32460433,2021-02-04,2022-05-11,20,30
39968465,39968465,2021-02-14,2022-05-08,44,342
95832006,95832006,2021-02-14,2022-05-11,11,16
386519296,386519296,2021-02-14,2022-05-08,12,15
349474121,349474121,2021-02-15,2022-05-08,41,129
1269396,1269396,2021-02-15,2022-05-11,12,29
5961467,5961467,2021-02-15,2022-05-11,15,75
274813029,274813029,2021-02-15,2022-05-11,23,71
12547293,12547293,2021-02-17,2022-05-08,12,51
33533205,33533205,2021-02-24,2022-05-11,35,37
120416,120416,2021-02-24,2022-05-11,138,543
172418582,172418582,2021-02-24,2022-05-11,11,32
31699631,31699631,2021-02-25,2022-05-11,33,72
33647037,33647037,2021-02-25,2022-05-11,95,142
11254795,11254795,2021-02-25,2022-05-11,80,1463
18751979,18751979,2021-02-26,2022-05-11,16,35
89154714,89154714,2021-02-26,2022-05-11,78,300
34649332,34649332,2021-02-26,2022-05-11,100,2979
37122997,37122997,2021-02-28,2022-05-11,91,327
2422349,2422349,2021-02-28,2022-05-11,57,234
349231720,349231720,2021-02-28,2022-05-08,11,23
243838873,243838873,2021-03-03,2022-05-11,159,1157
434175,434175,2021-03-03,2022-05-11,37,87
200766907,200766907,2021-03-03,2022-05-11,173,448
3436634,3436634,2021-03-03,2022-05-11,102,1339
11099633,11099633,2021-03-03,2022-05-11,66,130
31519200,31519200,2021-03-03,2022-05-08,172,207
2561676,2561676,2021-03-03,2022-05-08,21,34
11373586,11373586,2021-03-03,2022-05-11,18,73
32965995,32965995,2021-03-03,2022-05-08,24,113
173333041,173333041,2021-03-03,2022-05-11,12,29
21505640,21505640,2021-03-03,2022-05-11,37,124
25735766,25735766,2021-03-03,2022-05-11,130,314
35053974,35053974,2021-03-04,2022-05-11,37,192
91409778,91409778,2021-03-04,2022-05-11,58,138
37145118,37145118,2021-03-04,2022-05-11,30,74
157623823,157623823,2021-03-04,2022-05-11,43,289
375065950,375065950,2021-03-04,2022-05-11,17,77
50866970,50866970,2021-03-04,2022-05-08,134,317
75135037,75135037,2021-03-05,2022-05-11,64,129
34198184,34198184,2021-03-14,2022-05-11,38,153
228115986,228115986,2021-03-24,2022-05-11,10,26
15153186,15153186,2021-03-25,2022-05-11,127,2405
29141010,29141010,2021-03-25,2022-05-11,10,28
3606249,3606249,2021-03-25,2022-05-11,66,245
433949868,433949868,2021-03-25,2022-05-08,13,51
6459643,6459643,2021-03-25,2022-05-11,116,565
16107849,16107849,2021-03-25,2022-05-11,75,185
478802443,478802443,2021-03-25,2022-05-11,30,172
38713659,38713659,2021-03-25,2022-05-11,14,87
37943033,37943033,2021-03-25,2022-05-08,79,91
13388483,13388483,2021-03-26,2022-05-11,186,1896
400375374,400375374,2021-03-26,2022-05-11,52,604
7206176,7206176,2021-03-26,2022-05-11,56,193
185585339,185585339,2021-03-26,2022-05-11,111,951
255968892,255968892,2021-03-26,2022-05-08,66,246
57610451,57610451,2021-03-26,2022-05-11,24,69
17084321,17084321,2021-03-26,2022-05-11,29,54
12180178,12180178,2021-03-26,2022-05-11,82,457
481386766,481386766,2021-03-27,2022-05-11,13,21
244764941,244764941,2021-03-27,2022-05-08,23,34
18167402,18167402,2021-03-27,2022-05-11,26,61
8938604,8938604,2021-04-01,2022-05-08,167,375
275648397,275648397,2021-04-01,2022-05-08,190,1658
13059909,13059909,2021-04-01,2022-05-11,129,544
35535874,35535874,2021-04-02,2022-05-11,108,639
49943489,49943489,2021-04-02,2022-05-11,36,77
388651531,388651531,2021-04-02,2022-05-08,46,185
9873030,9873030,2021-04-02,2022-05-08,10,17
65243735,65243735,2021-04-07,2022-05-08,130,191
86350669,86350669,2021-04-07,2022-05-11,22,42
6092603,6092603,2021-04-07,2022-05-11,139,222
419394449,419394449,2021-04-07,2022-05-11,18,34
11280106,11280106,2021-04-07,2022-05-08,158,396
6961762,6961762,2021-04-07,2022-05-11,13,17
15202237,15202237,2021-04-07,2022-05-11,15,55
100902052,100902052,2021-04-07,2022-05-08,19,66
34788711,34788711,2021-04-07,2022-05-11,31,38
3411104,3411104,2021-04-07,2022-05-08,181,1498
11555563,11555563,2021-04-07,2022-05-08,16,42
34476363,34476363,2021-04-07,2022-05-08,16,26
164528351,164528351,2021-04-07,2022-05-11,197,1695
22858802,22858802,2021-04-07,2022-05-11,32,114
13489068,13489068,2021-04-07,2022-05-11,46,241
29481150,29481150,2021-04-07,2022-05-08,68,242
19128474,19128474,2021-04-07,2022-05-11,79,1224
6460850,6460850,2021-04-07,2022-05-11,75,310
17363260,17363260,2021-04-08,2022-05-08,74,238
366108865,366108865,2021-04-08,2022-05-11,118,470
40138865,40138865,2021-04-09,2022-05-11,99,1232
30853677,30853677,2021-04-09,2022-05-08,232,378
11204450,11204450,2021-04-09,2022-05-08,10,36
40863343,40863343,2021-04-09,2022-05-08,289,7756
258853586,258853586,2021-04-09,2022-05-08,12,44
2505643,2505643,2021-04-09,2022-05-11,51,104
20712653,20712653,2021-04-09,2022-05-11,24,60
106367251,106367251,2021-04-09,2022-05-08,22,86
12960202,12960202,2021-04-09,2022-05-08,217,845
16865966,16865966,2021-04-09,2022-05-11,19,57
434427846,434427846,2021-04-09,2022-05-11,42,131
375194013,375194013,2021-04-09,2022-05-11,21,28
240575625,240575625,2021-04-10,2022-05-08,72,136
10544025,10544025,2021-04-10,2022-05-08,14,36
348577488,348577488,2021-04-10,2022-05-11,159,1390
589173,589173,2021-04-10,2022-05-11,25,70
241742025,241742025,2021-04-14,2022-05-11,232,3109
636808,636808,2021-04-14,2022-05-11,15,29
791284,791284,2021-04-14,2022-05-11,64,105
3116956,3116956,2021-04-14,2022-05-11,101,649
84105372,84105372,2021-04-14,2022-05-11,69,279
521423963,521423963,2021-04-15,2022-05-11,114,3268
102583130,102583130,2021-04-15,2022-05-11,102,199
49268985,49268985,2021-04-15,2022-05-11,220,2661
12066032,12066032,2021-04-15,2022-05-11,14,17
87620889,87620889,2021-04-15,2022-05-11,44,335
48145803,48145803,2021-04-15,2022-05-11,33,52
46515137,46515137,2021-04-15,2022-05-11,22,72
633171,633171,2021-04-15,2022-05-08,230,2367
65557676,65557676,2021-04-15,2022-05-11,42,259
35637993,35637993,2021-04-15,2022-05-08,15,31
7747528,7747528,2021-04-15,2022-05-11,17,20
156745248,156745248,2021-04-15,2022-05-08,32,140
12552965,12552965,2021-04-16,2022-05-11,41,81
34426511,34426511,2021-04-16,2022-05-08,42,360
474623900,474623900,2021-04-17,2022-05-08,14,27
10231570,10231570,2021-04-17,2022-05-08,16,26
2844176,2844176,2021-04-17,2022-05-08,23,94
137458434,137458434,2021-04-18,2022-05-08,188,2999
102834461,102834461,2021-04-18,2022-05-11,15,22
10250910,10250910,2021-04-18,2022-05-08,15,30
66841284,66841284,2021-04-18,2022-05-11,20,83
26323009,26323009,2021-04-18,2022-05-08,14,21
38596036,38596036,2021-04-18,2022-05-11,20,73
35243153,35243153,2021-04-18,2022-05-08,191,869
12418030,12418030,2021-04-18,2022-05-11,19,49
